Daer	ADV(type=pron)	daarna	mw_131
na	ADV(type=pron)	daarna	mw_131
sach	VRB(finiteness=fin,tense=past)	zien	
ic	PD(type=pers,position=free)	ik	
sinte	NOU-P	Sint-Franciscus	mw_506680
franciscus	NOU-P	Sint-Franciscus	mw_506680
Die	PD(type=d-p,position=free)	die	
wel	ADV(type=reg)	wel	
betoende	VRB(finiteness=fin,tense=past)	betonen	
dat	CONJ(type=sub)	dat	
hi	PD(type=pers,position=free)	hij	
der	PD(type=d-p,subtype=art,position=prenom)	de	
luider	NOU-C(number=pl)	lieden	
vrient	NOU-C(number=sg)	vriend	
was	VRB(finiteness=fin,tense=past)	zijn	
Want	CONJ(type=coor)	want	
alsoe	ADV(type=reg)	alzo	
my	PD(type=pers,position=free)	ik	
dochte	VRB(finiteness=fin,tense=past)	dunken	
habitacien	NOU-C(number=pl)	habitatie	
ende	CONJ(type=coor)	en	
woninghen	NOU-C(number=pl)	woning	
.	PC	.	

Daer	ADV(type=reg)	daar	
was	VRB(finiteness=fin,tense=past)	zijn	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
blijschap	NOU-C(number=sg)	blijdschap	
sonder	ADP(type=pre)	zonder	
rouwe	NOU-C(number=sg)	rouw	
.	PC	.	

Daer	ADV(type=reg)	daar	
had	VRB(finiteness=fin,tense=past)	hebben	
elkerlijc	PD(type=indef,position=free)	elkerlijk	
meer	PD(type=indef,position=free)	meer	
van	ADP(type=pre)	van	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
begeerten	NOU-C(number=pl)	begeerte	
dan	CONJ(type=sub)	dan	
yemont	PD(type=indef,position=free)	iemand	
soude	VRB(finiteness=fin,tense=past)	zullen	
konnen	VRB(finiteness=inf)	kunnen	
begeren	VRB(finiteness=inf)	begeren	
.	PC	.	

Maer	CONJ(type=coor)	maar	
een	PD(type=indef,subtype=art,position=prenom)	een	
dinc	NOU-C(number=sg)	ding	
wantroeste	VRB(finiteness=fin,tense=past)	wantroosten	
mi	PD(type=pers,position=free)	ik	
seer	AA(degree=pos,position=free)	zeer	
Dat	PD(type=d-p,position=free)	dat	
was	VRB(finiteness=fin,tense=past)	zijn	
dat	CONJ(type=sub)	dat	
elckerlijc	PD(type=indef,position=free)	elkerlijk	
niet	ADV(type=reg)	niet	
daer	ADV(type=pron)	daarin	mw_153
in	ADV(type=pron)	daarin	mw_153
en	ADV(type=reg)	ne	
mocht	VRB(finiteness=fin,tense=past)	mogen	
comen	VRB(finiteness=inf)	komen	
