
Wij	PD(type=pers,position=free)	wij	
Burgemeesteren	NOU-C(number=pl)	burgemeester	
ende	CONJ(type=coor)	en	
Raden	NOU-C(number=pl)	raad	
der	PD(type=d-p,subtype=art,position=prenom)	de	
Stede	NOU-C(number=sg)	stede	
van	ADP(type=pre)	van	
Naerden	NOU-P	Naarden	
…	PC		
vercoepen	VRB(finiteness=fin,tense=pres)	verkopen	
…	PC		
Gheryt	NOU-P	Gerrit	
Ewouts	NOU-P	Ewouts	
,	PC		
voor	ADP(type=pre)	voor	
hem	PD(type=pers,position=free)	hij	
ende	CONJ(type=coor)	en	
sijn	PD(type=poss,position=prenom)	zijn	
kynderen	NOU-C(number=pl)	kind	
ofte	CONJ(type=coor)	of	
nacomelinge	NOU-C(number=sg)	nakomeling	
,	PC		
poorterschap	NOU-C(number=sg)	poorterschap	
,	PC		
mitsgaders	ADP(type=pre)	mitsgaders	
volle	AA(degree=pos,position=prenom)	vol	
en	CONJ(type=coor)	en	
geheele	AA(degree=pos,position=prenom)	geheel	
veltslage	NOU-C(number=sg)	veldslag	
opter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	op+de	
gemeenten	NOU-C(number=sg)	gemeente	
der	PD(type=d-p,subtype=art,position=prenom)	de	
voorschr	AA(degree=pos,position=prenom,WF=abbr)	voorschreven	
.	PC		
Stede	NOU-C(number=sg)	stede	
,	PC		

Prœtor	RES(type=for)	proetor	
etiam	RES(type=for)	etiam	
dicitur	RES(type=for)	dicitur	
,	PC		
qui	RES(type=for)	qui	
exercitui	RES(type=for)	exercitui	
prœest	RES(type=for)	proeest	
,	PC		
qualis	RES(type=for)	qualis	
legatus	RES(type=for)	legatus	
…	PC		
B	NOU-P(WF=abbr)	B.	
.	PC		
Een	PD(type=indef,subtype=art,position=prenom)	een	
veltheere	NOU-C(number=sg)	veldheer	
,	PC		
een	PD(type=indef,subtype=art,position=prenom)	een	
ouerheere	NOU-C(number=sg)	overheer	
ouer	ADP(type=pre)	over	
t'crijchsvolck	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+krijgsvolk	
,	PC		

Parabystum	RES(type=for)	parabystum	
.	PC		
Draechbedde	NOU-C(number=sg)	draagbed	
datmen	PD(type=d-p,position=free)+PD(type=pers,position=free)	dat+men	
draecht	VRB(finiteness=fin,tense=pres)	dragen	
als	CONJ(type=sub)	als	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
rosbaeren	NOU-C(number=pl)	rosbaar	
,	PC		
ende	CONJ(type=coor)	en	
velt	NOU-C(number=pl)	veldbed	mw_160192
bedden	NOU-C(number=pl)	veldbed	mw_160192
,	PC		

Thert	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+hart	
dunct	VRB(finiteness=fin,tense=pres)	dunken	
mi	PD(type=pers,position=free)	ik	
breken	VRB(finiteness=inf)	breken	
,	PC		
si	PD(type=pers,position=free)	zij	
heuet	VRB(finiteness=fin,tense=pres)	hebben	
duersteken	VRB(finiteness=pastpart)	doorsteken	
met	ADP(type=pre)	met	
Venus	NOU-P	Venus	
treken	NOU-C(number=pl)	treek	
,	PC		
dus	ADV(type=reg)	dus	
moet	VRB(finiteness=fin,tense=pres)	moeten	
ic	PD(type=pers,position=free)	ik	
nv	ADV(type=reg)	nu	
in	ADP(type=pre)	in	
droefheyts	NOU-C(number=sg)	droefheid	
velt	NOU-C(number=sg)	veld	
sijn	VRB(finiteness=inf)	zijn	
,	PC		

Comt	VRB(finiteness=fin,tense=pres)	komen	
mijn	PD(type=pers,position=free)	ik	
van	ADP(type=pre)	van	
vooren	ADV(type=reg)	voren	
eens	ADV(type=reg)	eens	
te	ADP(type=pre)	te	
velde	NOU-C(number=sg)	veld	
,	PC		
Ick	PD(type=pers,position=free)	ik	
sal	VRB(finiteness=fin,tense=pres)	zullen	
v	PD(type=pers,position=free)	u	
t	PD(type=d-p,subtype=art,position=prenom)	het	
'	PC		
hooft	NOU-C(number=sg)	hoofd	
cloven	VRB(finiteness=inf)	kloven	
met	ADP(type=pre)	met	
ghewelde	NOU-C(number=sg)	geweld	
,	PC		

Velt	NOU-C(number=sg)	veld	
vol	AA(degree=pos,position=free)	vol	
bloemen	NOU-C(number=pl)	bloem	
,	PC		
heel	AA(degree=pos,position=free)	heel	
effen	AA(degree=pos,position=free)	effen	
en	CONJ(type=coor)	en	
pleyne	NOU-C(number=sg)	plein	
,	PC		

Wat	PD(type=w-p,position=free)	wat	
heb	VRB(finiteness=fin,tense=pres)	hebben	
ick	PD(type=pers,position=free)	ik	
al	ADV(type=reg)	al	
slijckx	NOU-C(number=sg)	slijk	
aen	ADP(type=pre)	aan	
mijn	PD(type=poss,position=prenom)	mijn	
