Een	PD(type=indef,subtype=art,position=prenom)	een	
abel	AA(degree=pos,position=prenom)	abel	
spel	NOU-C(number=sg)	spel	
van	ADP(type=pre)	van	
Esmoreit	NOU-P	Esmoreit	
..	PC	..	
ende	CONJ(type=coor)	en	
ene	PD(type=indef,subtype=art,position=prenom)	een	
sotternie	NOU-C(number=sg)	zotternij	
daer	ADV(type=pron)	daarna	mw_775328
na	ADV(type=pron)	daarna	mw_775328
volghende	VRB(finiteness=prespart)	volgen	
,	PC	,	



Die	PD(type=d-p,subtype=art,position=prenom)	de	
eerste	NUM(type=ord,position=prenom,representation=let)	eerste	
vrucht	NOU-C(number=sg)	vrucht	
is	VRB(finiteness=fin,tense=pres)	zijn	
abelmakinge	NOU-C(number=sg)	abelmaking	
der	PD(type=d-p,subtype=art,position=prenom)	de	
minnen	NOU-C(number=sg)	min	
,	PC	,	
als	CONJ(type=sub)	als	
sinte	NOU-P	Sint-Jan	mw_691743
Jan	NOU-P	Sint-Jan	mw_691743
seyt	VRB(finiteness=fin,tense=pres)	zeggen	
in	ADP(type=pre)	in	
dat	PD(type=d-p,subtype=art,position=prenom)	dat	
euangelie	NOU-C(number=sg)	evangelie	
:	PC	:	
“	PC	“	
En	ADV(type=reg)	ne	
gae	VRB(finiteness=fin,tense=pres)	weggaan	mw_372355
ic	PD(type=pers,position=free)	ik	
niet	ADV(type=reg)	niet	
wech	VRB(finiteness=fin,tense=pres)	weggaan	mw_372355
,	PC	,	
die	PD(type=d-p,subtype=art,position=prenom)	de	
troester	NOU-C(number=sg)	trooster	
en	ADV(type=reg)	ne	
sel	VRB(finiteness=fin,tense=pres)	zullen	
niet	ADV(type=reg)	niet	
comen	VRB(finiteness=inf)	komen	
tot	ADP(type=pre)	tot	
u	PD(type=pers,position=free)	gij	
;	PC	;	
mer	CONJ(type=coor)	maar	
gae	VRB(finiteness=fin,tense=pres)	weggaan	mw_772809
ic	PD(type=pers,position=free)	ik	
wech	VRB(finiteness=fin,tense=pres)	weggaan	mw_772809
,	PC	,	
soe	ADV(type=reg)	zo	
sel	VRB(finiteness=fin,tense=pres)	zullen	
ic	PD(type=pers,position=free)	ik	
hem	PD(type=pers,position=free)	hij	
seynden	VRB(finiteness=inf)	zenden	
tot	ADP(type=pre)	tot	
u	PD(type=pers,position=free)	gij	
,	PC	,	



Een	PD(type=indef,subtype=art,position=prenom)	een	
beroemer	NOU-C(number=sg)	beroemer	
is	VRB(finiteness=fin,tense=pres)	zijn	
recht	AA(degree=pos,position=free)	recht	
als	CONJ(type=sub)	als	
een	PD(type=indef,subtype=art,position=prenom)	een	
kockoc	NOU-C(number=sg)	koekoek	
,	PC	,	
die	PD(type=d-p,position=free)	die	
niet	ADV(type=reg)	niet	
singhen	VRB(finiteness=inf)	zingen	
en	ADV(type=reg)	ne	
can	VRB(finiteness=fin,tense=pres)	kunnen	
dan	CONJ(type=sub)	dan	
van	ADP(type=pre)	van	
hem	PD(type=refl,position=free)	hem	
selven	PD(type=d-p,position=free)	zelf	
,	PC	,	



Dat	PD(type=d-p,subtype=art,position=prenom)	dat	
wieroocsvat	NOU-C(number=sg)	wierookvat	
is	VRB(finiteness=fin,tense=pres)	zijn	
een	PD(type=indef,subtype=art,position=prenom)	een	
reyn	AA(degree=pos,position=prenom)	rein	
conciëncie	NOU-C(number=sg)	consciëntie	
,	PC	,	
ront	AA(degree=pos,position=free)	rond	
van	ADP(type=pre)	van	
buten	ADV(type=reg)	buiten	
…,	PC	…,	
beneden	ADV(type=reg)	beneden	
toeghesloten	VRB(finiteness=pastpart)	toesluiten	
,	PC	,	
overmits	ADP(type=pre)	overmits	
opscortinge	NOU-C(number=sg)	opschorting	
der	PD(type=d-p,subtype=art,position=prenom)	de	
begheerlicheit	NOU-C(number=sg)	begeerlijkheid	
,	PC	,	



Sich	VRB(finiteness=fin,tense=pres)	toezien	mw_596339
daer	ADV(type=pron)	daartoe	mw_189171
ooc	ADV(type=reg)	ook	
toe	ADV(type=pron)	daartoe	mw_189171
dat	CONJ(type=sub)	dat	
dijn	PD(type=poss,position=prenom)	dijn	
ghewoonlike	AA(degree=pos,position=prenom)	gewoonlijk	
ghebet	NOU-C(number=sg)	gebed	
ende	CONJ(type=coor)	en	
opsette	NOU-C(number=sg)	opzet	
di	PD(type=pers,position=free)	du	
niet	ADV(type=reg)	niet	
en	ADV(type=reg)	ne	
verheffe	VRB(finiteness=fin,tense=pres)	verheffen	
,	PC	,	
mer	CONJ(type=coor)	maar	
spreek	VRB(finiteness=fin,tense=pres)	spreken	
mit	ADP(type=pre)	met	
ynnerlike	AA(degree=pos,position=prenom)	innerlijk	
suchten	NOU-C(number=pl)	zucht	
…:	PC	…:	
och	INT	och	
,	PC	,	
lieve	AA(degree=pos,position=prenom)	lief	
Heer	NOU-P	Heer	
,	PC	,	
ontfarme	VRB(finiteness=fin,tense=pres)	ontfermen	
dy	PD(type=pers,position=free)	du	
over	ADP(type=pre)	over	
my	PD(type=pers,position=free)	ik	
,	PC	,	
arme	AA(degree=pos,position=prenom)	arm	
sonder	NOU-C(number=sg)	zondaar	
,	PC	,	



In	ADP(type=pre)	in	
dier	PD(type=d-p,subtype=oth,position=prenom)	die	
mynen	NOU-C(number=sg)	mine	
begeer	VRB(finiteness=fin,tense=pres)	begeren	
ic	PD(type=pers,position=free)	ik	
dattu	CONJ(type=sub)+PD(type=pers,position=free)	dat+du	
…	PC	…	
dijn	PD(type=poss,position=prenom)	dijn	
vaderlicke	AA(degree=pos,position=prenom)	vaderlijk	
oren	NOU-C(number=pl)	oor	
tot	ADP(type=pre)	tot	
mynen	PD(type=poss,position=prenom)	mijn	
roepen	NOU-C(number=pl)	roep	
tot	ADP(type=pre)	tot	
allen	PD(type=indef,subtype=oth,position=prenom)	al	
tyden	NOU-C(number=sg)	tijd	
opslutes	VRB(finiteness=fin,tense=pres)	opsluiten	
,	PC	,	



Doe	ADV(type=reg)	toen	
quam	VRB(finiteness=fin,tense=past)	komen	
die	PD(type=d-p,subtype=art,position=prenom)	de	
otter	NOU-C(number=sg)	otter	
tot	ADP(type=pre)	tot	
hem	PD(type=pers,position=free)	hij	
ghegaen	VRB(finiteness=pastpart)	gaan	
,	PC	,	
ende	CONJ(type=coor)	en	
wecten	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	wekken+hij	
dat	CONJ(type=sub)	dat	
hi	PD(type=pers,position=free)	hij	
op	VRB(finiteness=inf)	opstaan	mw_138253
soud	VRB(finiteness=fin,tense=past)	zullen	
staen	VRB(finiteness=inf)	opstaan	mw_138253
